22.640  595.219
22.720  519.092
22.800  563.200
22.880  588.698
22.960  619.914
23.040  626.198
23.120  590.747
23.200  651.253
23.280  576.031
23.360  612.499
23.440  628.232
23.520  665.415
23.600  684.255
23.680  685.090
23.760  626.290
23.840  661.278
23.920  692.344
24.000  666.997
24.080  692.852
24.160  736.285
24.240  689.963
24.320  702.702
24.400  706.039
24.480  776.189
24.560  744.854
24.640  765.240
24.720  753.943
24.800  772.725
24.880  816.517
24.960  759.334
25.040  824.866
25.120  812.960
25.200  805.451
25.280  812.441
25.360  786.430
25.440  846.755
25.520  841.980
25.600  870.470
25.680  867.420
25.760  882.059
25.840  836.662
25.920  895.451
26.000  880.566
26.080  950.522
26.160  895.961
26.240  930.757
26.320  923.389
26.400  915.700
26.480  924.315
26.560  931.737
26.640  964.983
26.720  965.618
26.800  1010.409
26.880  1028.418
26.960  981.396
27.040  1054.742
27.120  1054.099
27.200  1088.904
27.280  1003.393
27.360  985.735
27.440  1065.527
27.520  1027.081
27.600  1065.946
27.680  1088.928
27.760  1015.085
27.840  1137.434
27.920  1085.540
28.000  1083.771
28.080  1110.294
28.160  1146.060
28.240  1144.866
28.320  1200.210
28.400  1154.975
28.480  1177.657
28.560  1132.365
28.640  1238.277
28.720  1180.802
28.800  1247.279
28.880  1279.745
28.960  1227.258
29.040  1220.310
29.120  1237.263
29.200  1220.470
29.280  1289.730
29.360  1280.424
29.440  1322.420
29.520  1320.227
29.600  1322.898
29.680  1307.184
29.760  1265.942
29.840  1313.807
29.920  1401.288
30.000  1366.863
30.080  1376.887
30.160  1441.224
30.240  1445.702
30.320  1363.678
30.400  1410.503
30.480  1356.928
30.560  1413.231
30.640  1417.785
30.720  1419.273
30.800  1456.486
30.880  1424.655
30.960  1489.118
31.040  1520.277
31.120  1497.361
31.200  1538.416
31.280  1549.105
31.360  1572.124
31.440  1564.420
31.520  1572.180
31.600  1632.360
31.680  1630.146
31.760  1617.721
31.840  1696.526
31.920  1616.558
32.000  1590.743
32.080  1611.676
32.160  1656.880
32.240  1706.884
32.320  1726.125
32.400  1744.302
32.480  1761.809
32.560  1794.160
32.640  1761.438
32.720  1774.638
32.800  1785.682
32.880  1758.955
32.960  1780.813
33.040  1822.721
33.120  1858.807
33.200  1868.299
33.280  1887.581
33.360  1882.522
33.440  1893.417
33.520  1825.259
33.600  1912.141
33.680  1898.190
33.760  1961.109
33.840  2019.703
33.920  1948.393
34.000  2025.940
34.080  1980.686
34.160  1974.527
34.240  2033.396
34.320  2038.776
34.400  2099.679
34.480  2064.796
34.560  2048.671
34.640  2034.321
34.720  2095.431
34.800  2150.118
34.880  2090.171
34.960  2127.380
35.040  2176.096
35.120  2093.238
35.200  2189.441
35.280  2215.503
35.360  2212.906
35.440  2204.550
35.520  2269.502
35.600  2277.858
35.680  2271.096
35.760  2329.620
35.840  2332.368
35.920  2290.436
